AmbientConditions.AmbientHumidity.U.Actual,AmbientConditions.AmbientTemperature.U.Actual,Stage1.Output.Measurement0.U.Actual,Stage1.Output.Measurement1.U.Actual,Stage1.Output.Measurement2.U.Actual,Stage1.Output.Measurement3.U.Actual,Stage1.Output.Measurement4.U.Actual,Stage1.Output.Measurement5.U.Actual,Stage1.Output.Measurement6.U.Actual,Stage1.Output.Measurement7.U.Actual,Stage1.Output.Measurement8.U.Actual,Stage1.Output.Measurement9.U.Actual,Stage1.Output.Measurement10.U.Actual,Stage1.Output.Measurement11.U.Actual,Stage1.Output.Measurement12.U.Actual,Stage1.Output.Measurement13.U.Actual,Stage1.Output.Measurement14.U.Actual,Machine4.Temperature1.C.Actual,Machine4.Temperature2.C.Actual,Machine4.Pressure.C.Actual,Machine4.Temperature3.C.Actual,Machine4.Temperature4.C.Actual,Machine4.Temperature5.C.Actual,Machine4.ExitTemperature.U.Actual,Machine5.Temperature1.C.Actual,Machine5.Temperature2.C.Actual,Machine5.Temperature3.C.Actual,Machine5.Temperature4.C.Actual,Machine5.Temperature5.C.Actual,Machine5.Temperature6.C.Actual,Machine5.ExitTemperature.U.Actual
14.23,24,12.91,13.25,11.76,21.49,33.41,0,2.09,0,20.86,19.16,7.83,0,1.5,3.16,14.96,360,360,17,326,17,311,192,310,290,270,243.8,245,63.4,156.3
14.23,24,12.91,13.25,11.76,21.49,33.41,0,2.09,0,20.86,19.16,7.83,0,1.5,3.16,14.96,360.035846,360,17.20294617,326.0063699,17.20294617,311,191.7836116,310,290,270,243.8,245,63.4,155.9
14.23,24,12.95,13.26,11.76,21.48,33.41,0,2.11,0,20.86,19.03,7.8,0,1.49,3.16,15.01,360,360,18,326,18,311,192,310,290,270,243.8,245,63.4,156.4
14.23,24,12.95,13.26,11.76,21.48,33.41,0,2.11,0,20.86,19.03,7.8,0,1.49,3.16,15.01,360,360,18,326,18,311,192,310,290,270,243.8,245,63.4,156.1
14.23,24,12.95,13.26,11.76,21.48,33.41,0,2.11,0,20.86,19.03,7.8,0,1.49,3.16,15.01,361,360,17,326,17,311,193,310,290,270,243.8,245,63.4,155.3
14.23,24,12.91,13.27,11.71,21.49,33.45,0,0,0,20.85,19.04,7.82,0,1.48,3.16,0,360,360,18,325,18,311,193,310,290,270,243.8,245,63.5,155.2
14.23,24,12.91,13.27,11.71,21.49,33.45,0,0,0,20.85,19.04,7.82,0,1.48,3.16,0,360,360,18,325,18,311,192,310,290,270,243.8,245,63.5,156.3
14.23,24,12.92,0,11.69,21.45,33.52,0,1.98,0,20.85,18.9,7.78,0,1.54,3.15,15.02,361,360,18,325,18,311,192,310,290,270,243.8,245,63.5,156.6
14.23,24,12.92,0,11.69,21.45,33.52,0,1.98,0,20.85,18.9,7.78,0,1.54,3.15,15.02,361,360,17,325,17,311,193,310,290,270,243.8,245,63.5,156.5
14.23,24,12.92,0,11.69,21.45,33.52,0,1.98,0,20.85,18.9,7.78,0,1.54,3.15,15.02,361,360,18,325,18,311,192,310,290,270,243.8,245,63.5,156.5
14.23,24,12.97,13.33,11.8,21.44,33.38,0,1.92,0,20.9,19.11,7.8,0,1.46,3.21,15.13,361,360,18,325,18,311,192,310,290.1,270,243.8,245,63.5,156.5
14.23,24,12.97,13.33,11.8,21.44,33.38,0,1.92,0,20.9,19.11,7.8,0,1.46,3.21,15.13,361,360,17,325,17,311,192,310,290.1,270,243.9,245,63.5,156.7
14.23,24,12.93,13.29,11.77,21.47,33.42,0,2.07,0,20.89,19.15,7.75,0,1.48,3.2,15.03,361,360,18,325,18,311,192,310,290.1,270,243.9,245,63.5,157
14.23,24,12.93,13.29,11.77,21.47,33.42,0,2.07,0,20.89,19.15,7.75,0,1.48,3.2,15.03,361,360,18,325,18,311,192,310,290.1,270,243.9,245,63.5,157.3
14.23,24,12.97,13.33,11.73,21.46,33.4,0,2.18,0,20.89,18.96,7.82,0,1.52,3.19,14.98,361,360,18,325,18,311,192,310,290.1,270,243.9,245,63.5,156.6
14.23,24,12.97,13.33,11.73,21.46,33.4,0,2.18,0,20.89,18.96,7.82,0,1.52,3.19,14.98,361,360,18,325,18,311,192,310,290.1,270,243.9,245,63.5,156.7
14.23,24,12.97,13.33,11.73,21.46,33.4,0,2.18,0,20.89,18.96,7.82,0,1.52,3.19,14.98,361,360,17,325,17,311,192,310,290.1,270,243.9,245,63.5,156.4
14.23,24,12.96,13.28,11.8,21.45,33.38,0,1.91,0,20.88,18.93,7.81,0,1.53,3.2,15.13,361,360,16,325,16,311,192,310,290.1,270,243.9,245,63.5,156.8
14.23,24,12.96,13.28,11.8,21.45,33.38,0,1.91,0,20.88,18.93,7.81,0,1.53,3.2,15.13,361,360,17,325,17,311,192,310,290.1,270,243.9,245,63.5,156.4
14.23,24,12.94,13.27,11.73,21.43,33.39,0,2.08,0,20.87,18.97,7.95,0,1.54,3.19,15.04,361,360,18,326,18,311,192,310,290.1,270,243.9,245,63.5,156.7
14.23,24,12.94,13.27,11.73,21.43,33.39,0,2.08,0,20.87,18.97,7.95,0,1.54,3.19,15.04,361,360,17,326,17,311,191,310,290.1,270,243.9,245,63.5,156.4
14.23,24,12.94,13.26,11.75,21.46,33.46,0,2.07,0,20.88,18.97,7.79,0,1.5,3.19,15.02,361,360,17,326,17,311,192,310,290.1,270,243.9,245,63.5,156
14.23,24,12.94,13.26,11.75,21.46,33.46,0,2.07,0,20.88,18.97,7.79,0,1.5,3.19,15.02,361,360,17,326,17,311,191,310,290.1,270,243.9,245,63.5,156.6
14.23,24,12.94,13.26,11.75,21.46,33.46,0,2.07,0,20.88,18.97,7.79,0,1.5,3.19,15.02,361,360,16,326,16,311,191,309.9,290.1,270,243.9,245,63.5,156.6
14.23,24,12.93,13.27,11.74,21.48,33.41,0,1.94,0,20.86,19,7.82,0,1.61,3.2,15.1,361,360,17,326,17,311,191,309.9,290.1,270,243.9,245,63.5,156.6
14.23,24,12.93,13.27,11.74,21.48,33.41,0,1.94,0,20.86,19,7.82,0,1.61,3.2,15.1,361,360,17,326,17,311,192,309.9,290.1,270,243.9,245,63.5,156.5
14.23,24,12.95,13.28,11.74,21.47,33.5,0,2.05,0,20.86,18.91,7.8,0,1.46,3.19,15.03,360,360,19,326,19,311,192,309.9,290,270,243.9,245,63.5,156.3
14.23,24,12.95,13.28,11.74,21.47,33.5,0,2.05,0,20.86,18.91,7.8,0,1.46,3.19,15.03,360,360,19,326,19,311,192,309.9,290,270,243.9,245,63.5,156.7
14.23,24,12.97,13.31,11.73,21.48,33.48,0,2.05,0,20.86,19,7.77,0,1.44,3.19,15.06,360,360,19,326,19,311,192,310,290,270,243.9,245,63.5,156.7
14.23,24,12.97,13.31,11.73,21.48,33.48,0,2.05,0,20.86,19,7.77,0,1.44,3.19,15.06,360,360,18,325,18,311,193,310,290,270,243.9,245,63.5,156.4
14.23,24,12.97,13.31,11.73,21.48,33.48,0,2.05,0,20.86,19,7.77,0,1.44,3.19,15.06,360,360,17,325,17,311,193,310,290,270,243.9,245,63.5,156.2
14.23,24,12.96,13.42,11.79,21.5,33.39,0,1.97,0,20.9,19.05,7.81,0,1.51,3.21,15.15,360,360,17,325,17,311,193,310,290,270,243.9,245,63.5,156.2
14.23,24,12.96,13.42,11.79,21.5,33.39,0,1.97,0,20.9,19.05,7.81,0,1.51,3.21,15.15,360,360,17,325,17,311,193,310,290,270,243.9,245,63.5,156.8
14.23,24,12.96,13.28,11.84,21.48,33.47,0,2.03,0,20.87,19.09,7.8,0,1.57,3.2,15.05,360,360,17,325,17,311,193,310,290,270,243.9,245,63.5,156.6
14.23,24,12.96,13.28,11.84,21.48,33.47,0,2.03,0,20.87,19.09,7.8,0,1.57,3.2,15.05,360,360,16,325,16,311,194,310,290,270,243.9,245,63.5,156.1
14.23,24,12.97,13.25,11.79,21.49,33.45,0,2.02,0,20.88,19.1,7.78,0,1.62,3.2,15.02,360,360,17,325,17,311,194,310,290,270,243.9,245,63.5,156.4
14.23,24,12.97,13.25,11.79,21.49,33.45,0,2.02,0,20.88,19.1,7.78,0,1.62,3.2,15.02,360,360,17,325,17,311,194,310,290,270,243.9,245,63.5,155.8
14.23,24,12.97,13.25,11.79,21.49,33.45,0,2.02,0,20.88,19.1,7.78,0,1.62,3.2,15.02,360,360,18,325,18,311,193,310,290,270,243.9,245,63.5,156.6
14.23,24,12.9,0,11.7,21.44,33.48,0,1.95,0,20.86,19.08,7.82,0,1.52,3.16,15.04,360,359,17,325,17,311,194,310,290,270,243.9,245,63.5,156
14.23,24,12.9,0,11.7,21.44,33.48,0,1.95,0,20.86,19.08,7.82,0,1.52,3.16,15.04,360,359,17,325,17,311,194,310,290,270,243.9,245,63.5,155.9
14.23,24,12.93,13.34,11.75,21.49,33.42,0,2.02,0,20.86,19.19,7.77,0,1.52,3.22,15.03,360,360,17,325,17,311,194,310,290,270,243.9,245,63.5,156.2
14.23,24,12.93,13.34,11.75,21.49,33.42,0,2.02,0,20.86,19.19,7.77,0,1.52,3.22,15.03,360,360,18,325,18,311,193,310,290,270,243.9,245,63.5,156.4
14.23,24,12.97,13.27,11.74,21.45,33.43,0,2.02,0,20.88,19.11,7.78,0,1.5,3.2,15.05,360,360,17,325,17,311,193,310,290,270,243.9,245,63.5,156.6
14.23,24,12.97,13.27,11.74,21.45,33.43,0,2.02,0,20.88,19.11,7.78,0,1.5,3.2,15.05,360,360,17,325,17,311,193,310,290,270,243.9,245,63.5,155.8
14.23,24,12.97,13.27,11.74,21.45,33.43,0,2.02,0,20.88,19.11,7.78,0,1.5,3.2,15.05,360,359,17,325,17,311,193,310,290,270,243.9,245,63.5,155.8
14.23,24,12.95,13.27,11.78,21.47,33.43,0,1.96,0,20.9,19.06,7.76,0,1.46,3.2,15.1,360,360,17,325,17,311,193,310,290,270,243.9,245,63.5,154.6
14.23,24,12.95,13.27,11.78,21.47,33.43,0,1.96,0,20.9,19.06,7.76,0,1.46,3.2,15.1,360,360,17,325,17,311,193,310,290,270,243.9,245,63.5,153.6
14.23,24,12.94,13.26,11.75,21.51,33.5,0,1.98,0,20.89,19.05,7.78,0,1.54,3.16,15.04,360,360,17,325,17,311,193,310,290,270,243.9,245,63.5,154.7
14.23,24,12.94,13.26,11.75,21.51,33.5,0,1.98,0,20.89,19.05,7.78,0,1.54,3.16,15.04,360,360,17,325,17,311,194,310,290,270,243.9,245,63.5,155.3
14.23,24,12.96,13.25,11.76,21.48,33.44,0,1.98,0,20.84,19.08,7.84,0,1.48,3.18,15.1,360,360,18,325,18,311,193,310,290,270,243.9,245,63.5,155.1
14.23,24,12.96,13.25,11.76,21.48,33.44,0,1.98,0,20.84,19.08,7.84,0,1.48,3.18,15.1,360,360,18,325,18,311,193,310,290,270,243.9,245,63.5,154.7
14.23,24,12.96,13.25,11.76,21.48,33.44,0,1.98,0,20.84,19.08,7.84,0,1.48,3.18,15.1,360,360,17,325,17,311,194,310,290,270,243.9,245,63.5,155.3
14.23,24,12.93,13.35,11.72,21.47,33.36,0,0,0,20.83,19.12,7.78,0,1.47,3.16,0,360,360,17,325,17,311,193,310,290,270,243.9,245,63.5,156.2
14.23,24,12.93,13.35,11.72,21.47,33.36,0,0,0,20.83,19.12,7.78,0,1.47,3.16,0,360,360,17,325,17,311,192,310,290,270,243.9,245,63.5,156.1
14.23,24,12.94,13.28,11.76,21.47,33.41,0,2.02,0,20.89,19.12,7.81,0,1.48,3.18,15.04,360,360,18,325,18,311,192,310,290,270,243.9,245,63.5,156
14.23,24,12.94,13.28,11.76,21.47,33.41,0,2.02,0,20.89,19.12,7.81,0,1.48,3.18,15.04,360,360,17,325,17,311,192,310,290,270,243.9,245,63.5,155.7
14.23,24,12.94,13.28,11.76,21.47,33.41,0,2.02,0,20.89,19.12,7.81,0,1.48,3.18,15.04,360,360,18,325,18,311,192,310,290,270,243.9,245,63.5,156.2
14.23,24,12.93,0,11.71,21.46,33.45,0,1.96,0,20.86,19.06,7.84,0,1.55,3.18,15.02,360,360,18,325,18,311,192,310,290,270,243.9,245,63.5,156.4
14.23,24,12.93,0,11.71,21.46,33.45,0,1.96,0,20.86,19.06,7.84,0,1.55,3.18,15.02,360,360,18,325,18,311,192,310,290,270,243.9,245,63.5,156
14.23,24,12.94,13.26,11.71,21.46,33.38,0,2.03,0,20.9,19.14,7.81,0,1.47,3.16,15.02,360,360,17,325,17,311,192,310,290,270,243.9,245,63.5,156.3
14.23,24,12.94,13.26,11.71,21.46,33.38,0,2.03,0,20.9,19.14,7.81,0,1.47,3.16,15.02,360,360,18,325,18,311,192,310,290,270,243.9,245,63.5,156.4
14.23,24,12.92,13.33,11.75,21.47,33.38,2.7,2.03,0,20.86,19.17,7.76,0,1.5,3.19,15.06,360,360,17,325,17,311,191,310,290,270,243.9,245,63.5,156.4
14.23,24,12.92,13.33,11.75,21.47,33.38,2.7,2.03,0,20.86,19.17,7.76,0,1.5,3.19,15.06,360,360,18,324,18,311,191,310,290,270,243.9,245,63.5,156.7
14.23,24,12.92,13.33,11.75,21.47,33.38,2.7,2.03,0,20.86,19.17,7.76,0,1.5,3.19,15.06,360,360,17,324,17,311,191,310,290,270,243.9,245,63.5,157.1
14.23,24,12.94,13.36,11.78,21.44,33.31,0,2.02,0,20.83,18.99,7.78,0,1.44,3.19,15.11,360,360,17,324,17,311,192,310,290.1,270,243.9,245,63.5,156.8
14.23,24,12.94,13.36,11.78,21.44,33.31,0,2.02,0,20.83,18.99,7.78,0,1.44,3.19,15.11,360,360,18,324,18,311,192,310,290.1,270,243.9,245,63.5,156.8
14.23,24,12.93,13.26,11.78,21.42,33.41,0,2.02,0,20.87,19.27,7.8,0,1.52,3.18,15.04,360,360,18,324,18,311,191,310,290.1,270,243.9,245,63.5,156.9
14.23,24,12.93,13.26,11.78,21.42,33.41,0,2.02,0,20.87,19.27,7.8,0,1.52,3.18,15.04,360,360,18,324,18,311,191,310,290.1,270,243.9,245,63.5,156.7
14.23,24,12.93,0,11.71,21.42,33.43,0,1.93,0,20.85,19.13,7.81,0,1.5,3.19,15.08,360,360,17,324,17,311,192,310,290.1,270,243.9,245,63.5,157.3
14.23,24,12.93,0,11.71,21.42,33.43,0,1.93,0,20.85,19.13,7.81,0,1.5,3.19,15.08,360,360,17,324,17,311,192,310,290.1,270,243.9,245,63.5,156.4
14.23,24,12.93,0,11.71,21.42,33.43,0,1.93,0,20.85,19.13,7.81,0,1.5,3.19,15.08,360,360,18,324,18,311,191,310,290.1,270,243.9,245,63.5,156.9
14.23,24,12.97,13.36,11.74,21.47,33.36,0,2.04,0,20.89,18.89,7.79,0,1.44,3.15,15.05,360,360,17,324,17,311,192,310,290.1,270,243.9,245,63.5,156.8
14.23,24,12.97,13.36,11.74,21.47,33.36,0,2.04,0,20.89,18.89,7.79,0,1.44,3.15,15.05,360,360,18,324,18,311,195,310,290.1,270,243.9,245,63.5,156.7
14.23,24,12.97,13.38,11.77,21.46,33.37,2.74,2.03,0,20.87,19.1,7.84,0,1.53,3.21,15.12,360,360,18,325,18,311,191,310,290.1,270,243.9,245,63.5,156.6
14.23,24,12.97,13.38,11.77,21.46,33.37,2.74,2.03,0,20.87,19.1,7.84,0,1.53,3.21,15.12,360,360,17,325,17,311,191,310,290.1,270,243.9,245,63.5,156.8
14.23,24,12.98,13.27,11.77,21.48,33.41,0,2.02,0,20.87,18.98,7.82,0,1.49,3.17,15.05,359,360,17,325,17,311,191,310,290.1,270,243.9,245,63.5,156.5
14.23,24,12.98,13.27,11.77,21.48,33.41,0,2.02,0,20.87,18.98,7.82,0,1.49,3.17,15.05,359,360,17,325,17,311,191,310,290.1,270,243.9,245,63.5,156.6
14.23,24,12.98,13.27,11.77,21.48,33.41,0,2.02,0,20.87,18.98,7.82,0,1.49,3.17,15.05,359,360,19,325,19,311,192,310,290.1,270,243.9,245,63.5,155.7
14.23,24,12.93,13.26,11.71,21.46,33.43,0,1.96,0,20.91,18.96,7.77,0,1.45,3.2,15.06,360,360,18,325,18,311,191,310,290.1,270,243.9,245,63.5,156.1
14.23,24,12.93,13.26,11.71,21.46,33.43,0,1.96,0,20.91,18.96,7.77,0,1.45,3.2,15.06,359,360,18,325,18,311,191,310,290.1,270,243.9,245,63.5,156
14.23,24,12.93,13.27,11.77,21.47,33.39,0,2.03,0,20.86,19.01,7.81,0,1.46,3.17,15.04,360,360,18,325,18,311,191,310,290.1,270,243.9,245,63.5,155.5
14.23,24,12.93,13.27,11.77,21.47,33.39,0,2.03,0,20.86,19.01,7.81,0,1.46,3.17,15.04,359,360,17,325,17,311,192,310,290,270,243.9,245,63.5,155.1
14.23,24,12.93,13.27,11.77,21.47,33.39,0,2.03,0,20.86,19.01,7.81,0,1.46,3.17,15.04,359,360,17,325,17,311,192,310,290,270,243.9,245,63.5,155.2
14.23,24,12.93,13.36,11.75,21.46,33.37,0,2.12,0,20.86,19.04,7.78,0,1.45,3.13,14.99,360,360,18,325,18,311,191,310,290,270,243.9,245,63.5,155.4
14.23,24,12.93,13.36,11.75,21.46,33.37,0,2.12,0,20.86,19.04,7.78,0,1.45,3.13,14.99,359,360,18,325,18,311,192,310,290,270,243.9,245,63.5,156.2
14.23,24,12.96,13.29,11.71,21.47,33.4,0,2.06,0,20.89,19.12,7.8,0,1.49,3.16,15.01,359,360,17,325,17,311,191,310,290,270,243.9,245,63.5,155.6
14.23,24,12.96,13.29,11.71,21.47,33.4,0,2.06,0,20.89,19.12,7.8,0,1.49,3.16,15.01,359,360,17,325,17,311,192,310,290,270,243.9,245,63.5,154.9
14.23,24,12.96,13.29,11.71,21.47,33.4,0,2.06,0,20.89,19.12,7.8,0,1.49,3.16,15.01,359,360,18,324,18,310,192,310,290,270,243.9,245,63.5,155.8
14.23,24,12.99,13.34,11.81,21.47,33.35,0,2.2,0,20.9,18.93,7.79,0,1.51,3.19,15.02,359,360,18,324,18,310,192,310,290,270,243.9,245,63.5,155.3
14.23,24,12.99,13.34,11.81,21.47,33.35,0,2.2,0,20.9,18.93,7.79,0,1.51,3.19,15.02,359,360,17,324,17,310,191,310,290,270,243.9,245,63.5,156.1
14.23,24,12.98,13.32,11.78,21.46,33.34,0,2.16,0,20.86,18.94,7.82,0,1.51,3.16,15,359,360,17,324,17,310,191,310,290,270,243.9,245,63.5,155.7
14.23,24,12.98,13.32,11.78,21.46,33.34,0,2.16,0,20.86,18.94,7.82,0,1.51,3.16,15,359,359,17,324,17,310,191,310,290,270,243.9,245,63.5,155.6
14.23,24,12.97,13.28,11.76,21.44,33.29,0,2.14,0,20.86,19.03,7.79,0,1.51,3.12,15.03,359,359,17,324,17,311,191,310,290,270,243.9,245,63.5,156.1
14.23,24,12.97,13.28,11.76,21.44,33.29,0,2.14,0,20.86,19.03,7.79,0,1.51,3.12,15.03,359,359,17,324,17,311,192,310,290,270,243.9,245,63.5,156.5
14.23,24,12.97,13.28,11.76,21.44,33.29,0,2.14,0,20.86,19.03,7.79,0,1.51,3.12,15.03,359,359,17,324,17,311,192,310,290,270,243.9,245,63.5,156.3
14.23,24,12.98,13.35,11.71,21.45,33.26,0,2.12,0,20.89,18.84,7.84,0,1.51,3.16,15.08,359,359,18,324,18,310,191,310,290,270,243.9,245,63.5,155.9
14.23,24,12.98,13.35,11.71,21.45,33.26,0,2.12,0,20.89,18.84,7.84,0,1.51,3.16,15.08,359,359,18,324,18,310,190,310,289.9,270,243.9,245,63.5,156.2
14.23,24,12.99,13.28,11.77,21.45,33.32,0,2.08,0,20.86,18.99,7.83,0,1.57,3.14,15.07,359,359,17,324,17,310,191,310,289.9,270,243.9,245,63.5,156.5
14.23,24,12.99,13.28,11.77,21.45,33.32,0,2.08,0,20.86,18.99,7.83,0,1.57,3.14,15.07,359,359,17,324,17,310,191,310,289.9,270,243.9,245,63.5,156.6
14.23,24,12.97,13.28,11.76,21.49,33.37,0,1.99,0,20.87,18.99,7.78,0,1.49,3.14,15.05,359,359,18,325,18,310,191,310,289.9,270,243.9,245,63.5,156.3
14.23,24,12.97,13.28,11.76,21.49,33.37,0,1.99,0,20.87,18.99,7.78,0,1.49,3.14,15.05,359,359,18,325,18,310,191,310,289.9,270,243.9,245,63.6,156.2
14.23,24,12.97,13.28,11.76,21.49,33.37,0,1.99,0,20.87,18.99,7.78,0,1.49,3.14,15.05,359,359,17,325,17,310,192,310,289.9,270,243.9,245,63.6,156.1
14.23,24,12.96,13.26,11.73,21.45,33.4,0,1.93,0,20.85,18.86,7.82,0,1.49,3.13,15.1,359,359,17,325,17,310,192,310,289.9,270,243.9,245,63.6,156
14.23,24,12.96,13.26,11.73,21.45,33.4,0,1.93,0,20.85,18.86,7.82,0,1.49,3.13,15.1,359,359,17,325,17,310,192,310,289.9,270,243.9,245,63.6,156.3
14.23,24,12.94,13.27,11.77,21.46,33.37,0,2.06,0,20.87,19,7.83,0,1.56,3.18,15.04,359,359,17,325,17,310,191,310,289.9,270,243.9,245,63.6,155.8
14.23,24,12.94,13.27,11.77,21.46,33.37,0,2.06,0,20.87,19,7.83,0,1.56,3.18,15.04,359,359,17,324,17,310,192,310,289.9,270,243.9,245,63.6,156
14.23,24,12.95,13.34,11.76,21.44,33.3,0,2.15,0,20.86,18.9,7.83,0,1.47,3.15,15.05,359,359,16,324,16,310,192,310,290,270,244,245,63.6,155.2
14.23,24,12.95,13.34,11.76,21.44,33.3,0,2.15,0,20.86,18.9,7.83,0,1.47,3.15,15.05,359,359,17,324,17,310,192,310,290,270,243.9,245,63.6,155.2
14.23,24,12.95,13.34,11.76,21.44,33.3,0,2.15,0,20.86,18.9,7.83,0,1.47,3.15,15.05,359,359,17,324,17,310,191,310,290,270,243.9,245,63.6,154.4
14.23,24,12.96,13.33,11.76,21.46,33.36,0,2.17,0,20.83,19,7.79,0,1.53,3.18,15,359,359,18,324,18,310,191,310,290,270,243.9,245,63.6,155.4
14.23,24,12.96,13.33,11.76,21.46,33.36,0,2.17,0,20.83,19,7.79,0,1.53,3.18,15,359,359,17,324,17,310,192,310,290,270,243.9,245,63.6,155.6
14.23,24,12.97,13.3,11.75,21.45,33.35,0,2.17,0,20.86,19.07,7.82,0,1.47,3.13,15.01,359,359,18,324,18,311,192,310,290,270,244,245,63.6,155.7
14.23,24,12.97,13.3,11.75,21.45,33.35,0,2.17,0,20.86,19.07,7.82,0,1.47,3.13,15.01,359,358,18,324,18,311,192,310,290,270,244,245,63.6,156.2
14.23,24,12.95,13.25,11.72,21.44,33.44,0,1.98,0,20.86,18.9,7.84,0,1.48,3.16,15.06,359,359,17,324,17,311,191,310,290,270,244,245,63.6,156.3
14.23,24,12.95,13.25,11.72,21.44,33.44,0,1.98,0,20.86,18.9,7.84,0,1.48,3.16,15.06,359,359,17,324,17,311,191,310,290,270,244,245,63.6,155.9
14.23,24,12.95,13.24,11.79,21.49,33.4,0,2.01,0,20.87,19.03,7.76,0,1.45,3.17,15.07,359,359,17,324,17,311,192,310,290,270,244,245,63.6,156
14.23,24,12.95,13.24,11.79,21.49,33.4,0,2.01,0,20.87,19.03,7.76,0,1.45,3.17,15.07,359,359,17,325,17,311,191,310,290,270,244,245,63.6,156
14.23,24,12.95,13.24,11.79,21.49,33.4,0,2.01,0,20.87,19.03,7.76,0,1.45,3.17,15.07,359,359,18,325,18,311,190,310,290,270,244,245,63.6,155.4
14.23,24,12.92,13.27,11.71,21.45,33.4,0,1.99,0,20.87,18.98,7.87,0,1.44,3.17,15.08,359,359,18,325,18,311,191,310,290,270,244,245,63.6,155.5
14.23,24,12.92,13.27,11.71,21.45,33.4,0,1.99,0,20.87,18.98,7.87,0,1.44,3.17,15.08,359,359,18,325,18,311,191,310,290,270,244,245,63.6,155.4
14.23,24,12.96,0,11.76,21.41,33.42,0,2.06,0,20.85,19.04,7.77,0,1.53,3.19,15.01,359,359,18,325,18,311,191,310,290,270,244,245,63.6,155.6
14.23,24,12.96,0,11.76,21.41,33.42,0,2.06,0,20.85,19.04,7.77,0,1.53,3.19,15.01,359,359,18,325,18,311,191,310,290,270,244,245,63.6,155
14.23,24,12.97,13.26,11.72,21.47,33.38,2.71,1.98,0,20.87,19.08,7.79,0,1.43,3.16,15.08,359,359,18,325,18,311,191,310,290,270,244,245,63.6,154.8
14.23,24,12.97,13.26,11.72,21.47,33.38,2.71,1.98,0,20.87,19.08,7.79,0,1.43,3.16,15.08,358,359,17,325,17,311,192,310,290,270,244,245,63.6,154.6
14.23,24,12.97,13.26,11.72,21.47,33.38,2.71,1.98,0,20.87,19.08,7.79,0,1.43,3.16,15.08,359,359,17,325,17,311,191,310,290,270,244,245,63.6,154.9
14.23,24,12.95,13.24,11.74,21.42,33.41,0,2.05,0,20.86,19.06,7.82,0,1.44,3.19,15.02,359,359,18,325,18,311,191,310,290,270,244,245,63.6,155
14.23,24,12.95,13.24,11.74,21.42,33.41,0,2.05,0,20.86,19.06,7.82,0,1.44,3.19,15.02,359,359,18,325,18,311,191,310,290,270,244,245,63.6,154.2
14.23,24,12.97,13.33,11.74,21.46,33.38,0,2.02,0,20.88,18.94,7.77,0,1.43,3.16,15.12,359,359,17,325,17,311,192,310,290,270,244,245,63.6,155
14.23,24,12.97,13.33,11.74,21.46,33.38,0,2.02,0,20.88,18.94,7.77,0,1.43,3.16,15.12,359,359,18,325,18,311,192,310,290,270,244,245,63.6,155.4
14.23,24,12.92,13.25,11.77,21.47,33.39,2.73,2,0,20.86,19.06,7.77,0,1.47,3.16,15.05,359,359,18,324,18,311,192,310,290,270,244,245,63.6,155.9
14.23,24,12.92,13.25,11.77,21.47,33.39,2.73,2,0,20.86,19.06,7.77,0,1.47,3.16,15.05,359,359,17,324,17,311,191,310,290,270,244,245,63.6,155.8
14.23,24,12.97,0,11.77,21.47,33.42,0,1.89,0,20.85,18.95,7.72,0,1.46,3.2,15.1,359,359,17,325,17,311,193,310,290,270,244,245,63.6,154.9
14.23,24,12.97,0,11.77,21.47,33.42,0,1.89,0,20.85,18.95,7.72,0,1.46,3.2,15.1,359,359,17,325,17,311,192,310,290,270,244,245,63.6,155.2
14.23,24,12.97,0,11.77,21.47,33.42,0,1.89,0,20.85,18.95,7.72,0,1.46,3.2,15.1,359,359,16,325,16,311,192,310,290,270,244,245,63.6,154.8
14.23,24,12.97,13.25,11.72,21.44,33.38,0,2.01,0,20.88,18.99,7.84,0,1.55,3.16,15.09,359,359,17,325,17,311,192,310,290,270,244,245,63.6,154.8
14.23,24,12.97,13.25,11.72,21.44,33.38,0,2.01,0,20.88,18.99,7.84,0,1.55,3.16,15.09,359,359,18,325,18,311,192,310,290,270,244,245,63.6,156
14.23,24,12.97,13.32,11.78,21.48,33.4,0,1.9,0,20.89,19,7.77,0,1.44,3.18,15.12,359,359,17,325,17,311,193,310,290,270,244,245,63.6,156.5
14.23,24,12.97,13.32,11.78,21.48,33.4,0,1.9,0,20.89,19,7.77,0,1.44,3.18,15.12,359,359,18,325,18,311,193,310,290,270,244,245,63.6,156
14.23,24,12.97,13.3,11.71,21.42,33.36,0,2.06,0,20.86,19.17,7.79,0,1.5,3.17,15.05,359,359,18,325,18,311,192,310,290,270,244,245,63.6,155.6
14.23,24,12.97,13.3,11.71,21.42,33.36,0,2.06,0,20.86,19.17,7.79,0,1.5,3.17,15.05,359,359,17,325,17,311,192,310,290,270,244,245,63.6,156.5
14.23,24,12.95,13.31,11.76,21.45,33.33,0,2.07,0,20.85,19.17,7.82,0,1.45,3.17,15.04,359,359,18,325,18,311,192,310,290,270,244,245,63.6,156.1
14.23,24,12.95,13.31,11.76,21.45,33.33,0,2.07,0,20.85,19.17,7.82,0,1.45,3.17,15.04,359,359,18,325,18,311,193,310,290,270,244,245,63.6,155.4
14.23,24,12.95,13.31,11.76,21.45,33.33,0,2.07,0,20.85,19.17,7.82,0,1.45,3.17,15.04,359,359,18,325,18,311,193,310,290,270,244,245,63.6,155.3
